iter	Passed	Remaining
181	4328	19456
182	4351	19425
183	4375	19404
184	4400	19387
185	4424	19361
186	4447	19337
187	4471	19313
188	4497	19297
189	4520	19273
190	4546	19257
191	4572	19242
192	4599	19231
193	4623	19209
194	4647	19187
195	4670	19157
196	4694	19136
197	4718	19110
198	4741	19085
199	4766	19065
200	4789	19036
201	4814	19018
202	4837	18993
203	4863	18977
204	4885	18947
205	4910	18928
206	4934	18904
207	4958	18882
208	4982	18858
209	5006	18834
210	5030	18809
211	5053	18783
212	5077	18760
213	5099	18730
214	5125	18712
215	5147	18682
216	5170	18657
217	5196	18639
218	5219	18613
219	5244	18595
220	5268	18570
221	5293	18550
222	5317	18526
223	5342	18507
224	5366	18484
225	5389	18458
226	5413	18435
227	5437	18412
228	5462	18390
229	5485	18362
230	5517	18367
231	5541	18344
232	5565	18319
233	5590	18301
234	5614	18275
235	5638	18253
236	5663	18232
237	5686	18205
238	5709	18178
239	5733	18154
240	5757	18131
241	5781	18108
242	5805	18084
243	5832	18071
244	5860	18059
245	5884	18036
246	5909	18016
247	5934	17994
248	5958	17971
249	5981	17944
250	6006	17924
251	6030	17899
252	6054	17875
253	6077	17849
254	6101	17826
255	6124	17800
256	6148	17774
257	6172	17753
258	6196	17727
259	6220	17703
260	6244	17679
261	6267	17654
262	6291	17631
263	6316	17610
264	6342	17591
265	6365	17564
266	6389	17542
267	6415	17523
268	6440	17502
269	6464	17479
270	6488	17454
271	6513	17432
272	6538	17412
273	6562	17387
274	6586	17364
275	6611	17343
276	6636	17320
277	6661	17300
278	6685	17276
279	6709	17252
280	6735	17235
281	6759	17211
282	6784	17188
283	6807	17162
284	6831	17139
285	6854	17113
286	6877	17087
287	6903	17066
288	6928	17045
289	6952	17021
290	6975	16995
291	6999	16970
292	7021	16941
293	7046	16920
294	7069	16895
295	7092	16868
296	7115	16843
297	7140	16821
298	7164	16796
299	7188	16773
300	7212	16749
301	7236	16725
302	7259	16700
303	7283	16675
304	7307	16651
305	7330	16625
306	7354	16602
307	7377	16575
308	7403	16555
309	7426	16529
310	7450	16505
311	7473	16479
312	7497	16456
313	7519	16427
314	7541	16400
315	7566	16378
316	7589	16352
317	7613	16329
318	7638	16306
319	7664	16286
320	7689	16264
321	7710	16235
322	7734	16210
323	7757	16185
324	7783	16166
325	7808	16144
326	7834	16124
327	7857	16098
328	7883	16077
329	7908	16056
330	7933	16034
331	7957	16010
332	7982	15988
333	8006	15964
334	8032	15945
335	8057	15923
336	8083	15903
337	8107	15879
338	8132	15856
339	8155	15830
340	8179	15806
341	8204	15785
342	8228	15761
343	8252	15736
344	8279	15718
345	8303	15695
346	8328	15672
347	8352	15649
348	8376	15625
349	8399	15599
350	8424	15576
351	8449	15554
352	8472	15529
353	8498	15508
354	8524	15489
355	8548	15464
356	8572	15440
357	8596	15415
358	8620	15391
359	8645	15369
360	8668	15344
361	8693	15320
362	8717	15296
363	8740	15271
364	8763	15245
365	8786	15220
366	8811	15198
367	8836	15175
368	8861	15153
369	8884	15128
370	8911	15108
371	8933	15081
372	8957	15057
373	8979	15030
374	9003	15006
375	9028	14983
376	9051	14958
377	9076	14935
378	9099	14910
379	9124	14887
380	9148	14863
381	9173	14841
382	9198	14819
383	9222	14794
384	9246	14770
385	9272	14749
386	9296	14725
387	9322	14704
388	9349	14684
389	9377	14666
390	9401	14643
391	9427	14622
392	9452	14599
393	9480	14581
394	9507	14562
395	9531	14537
396	9556	14515
397	9581	14492
398	9606	14470
399	9630	14446
400	9654	14422
401	9680	14400
402	9708	14381
403	9733	14359
404	9759	14338
405	9784	14314
406	9809	14292
407	9831	14265
408	9857	14244
409	9881	14220
410	9906	14196
411	9929	14170
412	9954	14148
413	9978	14123
414	10001	14098
415	10026	14076
416	10050	14050
417	10075	14029
418	10099	14003
419	10124	13981
420	10147	13955
421	10172	13932
422	10197	13909
423	10226	13892
424	10252	13870
425	10276	13846
426	10302	13825
427	10326	13801
428	10351	13778
429	10376	13754
430	10402	13733
431	10425	13707
432	10450	13684
433	10476	13663
434	10501	13640
435	10526	13616
436	10550	13593
437	10574	13568
438	10598	13543
439	10628	13526
440	10654	13504
441	10679	13482
442	10705	13460
443	10730	13436
444	10755	13413
445	10778	13388
446	10801	13363
447	10824	13337
448	10848	13312
449	10871	13287
450	10894	13261
451	10919	13238
452	10944	13215
453	10969	13191
454	10993	13167
455	11018	13145
456	11041	13119
457	11066	13096
458	11090	13071
459	11114	13047
460	11138	13023
461	11161	12997
462	11187	12975
463	11209	12949
464	11234	12925
465	11257	12899
466	11282	12876
467	11306	12852
468	11332	12830
469	11357	12807
470	11382	12784
471	11406	12759
472	11430	12735
473	11454	12710
474	11477	12685
475	11502	12661
476	11524	12636
477	11549	12612
478	11573	12588
479	11597	12564
480	11622	12540
481	11646	12516
482	11670	12492
483	11694	12467
484	11718	12443
485	11741	12418
486	11766	12394
487	11789	12369
488	11815	12347
489	11838	12321
490	11861	12296
491	11887	12273
492	11909	12248
493	11933	12223
494	11957	12199
495	11983	12176
496	12008	12152
497	12033	12130
498	12057	12106
499	12082	12082
500	12106	12058
501	12132	12035
502	12155	12010
503	12180	11987
504	12204	11962
505	12229	11939
506	12252	11914
507	12277	11890
508	12301	11866
509	12324	11840
510	12347	11816
511	12371	11791
512	12396	11768
513	12423	11746
514	12450	11725
515	12477	11703
516	12500	11678
517	12524	11654
518	12550	11631
519	12576	11608
520	12600	11585
521	12627	11562
522	12651	11538
523	12676	11515
524	12701	11491
525	12723	11465
526	12748	11442
527	12772	11417
528	12795	11392
529	12818	11367
530	12842	11342
531	12866	11319
532	12890	11294
533	12914	11270
534	12936	11244
535	12961	11220
536	12986	11196
537	13011	11173
538	13035	11149
539	13060	11125
540	13085	11101
541	13110	11078
542	13135	11054
543	13160	11031
544	13185	11007
545	13210	10984
546	13233	10959
547	13255	10933
548	13279	10909
549	13304	10885
550	13326	10859
551	13349	10834
552	13374	10810
553	13398	10786
554	13424	10763
555	13448	10739
556	13472	10715
557	13496	10690
558	13519	10665
559	13544	10642
560	13567	10616
561	13592	10593
562	13616	10568
563	13641	10545
564	13665	10521
565	13691	10498
566	13714	10472
567	13739	10449
568	13763	10425
569	13789	10402
570	13814	10378
571	13839	10355
572	13864	10331
573	13887	10306
574	13912	10283
575	13938	10260
576	13961	10234
577	13984	10210
578	14008	10186
579	14031	10160
580	14057	10137
581	14080	10112
582	14106	10089
583	14128	10064
584	14153	10040
585	14179	10017
586	14203	9993
587	14227	9968
588	14252	9945
589	14275	9920
590	14298	9895
591	14322	9870
592	14345	9845
593	14372	9823
594	14397	9799
595	14423	9776
596	14446	9752
597	14472	9729
598	14494	9703
599	14518	9679
600	14542	9654
601	14566	9630
602	14592	9607
603	14619	9584
604	14644	9561
605	14673	9540
606	14696	9515
607	14720	9490
608	14743	9465
609	14769	9443
610	14795	9419
611	14818	9394
612	14842	9370
613	14865	9345
614	14888	9320
615	14912	9295
616	14935	9271
617	14959	9246
618	14986	9224
619	15010	9199
620	15036	9176
621	15059	9151
622	15083	9127
623	15105	9102
624	15131	9078
625	15156	9054
626	15181	9031
627	15203	9006
628	15225	8980
629	15249	8956
630	15272	8931
631	15297	8907
632	15321	8883
633	15346	8859
634	15369	8834
635	15392	8809
636	15417	8785
637	15441	8761
638	15465	8737
639	15489	8712
640	15514	8689
641	15537	8664
642	15561	8639
643	15586	8615
644	15608	8590
645	15633	8566
646	15656	8541
647	15678	8516
648	15701	8492
649	15725	8467
650	15749	8443
651	15773	8418
652	15798	8395
653	15822	8371
654	15847	8347
655	15871	8322
656	15893	8297
657	15918	8273
658	15943	8249
659	15967	8225
660	15991	8201
661	16016	8177
662	16040	8153
663	16066	8130
664	16091	8106
665	16115	8081
666	16138	8057
667	16163	8033
668	16186	8008
669	16212	7985
670	16236	7960
671	16262	7937
672	16286	7913
673	16309	7888
674	16333	7864
675	16357	7839
676	16382	7816
677	16406	7791
678	16430	7767
679	16452	7742
680	16476	7717
681	16500	7693
682	16524	7669
683	16549	7645
684	16574	7621
685	16600	7598
686	16626	7575
687	16650	7550
688	16674	7526
689	16698	7502
690	16722	7478
691	16746	7453
692	16768	7428
693	16798	7406
694	16824	7383
695	16849	7359
696	16874	7335
697	16897	7311
698	16922	7287
699	16947	7263
700	16972	7239
701	16998	7215
702	17022	7191
703	17046	7167
704	17071	7143
705	17096	7119
706	17119	7094
707	17143	7070
708	17168	7046
709	17194	7022
710	17218	6998
711	17242	6974
712	17266	6950
713	17291	6926
714	17315	6901
715	17339	6877
716	17365	6854
717	17391	6830
718	17415	6806
719	17442	6783
720	17464	6757
721	17490	6734
722	17514	6710
723	17539	6686
724	17563	6662
725	17590	6638
726	17614	6614
727	17641	6591
728	17666	6567
729	17691	6543
730	17715	6519
731	17740	6495
732	17763	6470
733	17789	6447
734	17813	6422
735	17838	6398
736	17861	6373
737	17885	6349
738	17909	6325
739	17933	6300
740	17958	6276
741	17981	6252
742	18006	6228
743	18032	6204
744	18057	6180
745	18080	6156
746	18105	6132
747	18129	6107
748	18155	6084
749	18179	6059
750	18203	6035
751	18227	6011
752	18251	5986
753	18273	5961
754	18296	5937
755	18323	5914
756	18347	5889
757	18371	5865
758	18395	5840
759	18421	5817
760	18451	5794
761	18477	5771
762	18504	5747
763	18528	5723
764	18553	5699
765	18577	5675
766	18601	5650
767	18626	5626
768	18650	5602
769	18673	5577
770	18697	5553
771	18721	5529
772	18747	5505
773	18771	5481
774	18794	5456
775	18821	5432
776	18843	5408
777	18868	5384
778	18890	5359
779	18917	5335
780	18940	5311
781	18966	5287
782	18993	5263
783	19020	5240
784	19045	5216
785	19070	5192
786	19093	5167
787	19118	5143
788	19142	5119
789	19168	5095
790	19193	5071
791	19219	5047
792	19243	5023
793	19267	4998
794	19289	4974
795	19314	4950
796	19338	4925
797	19362	4901
798	19385	4876
799	19408	4852
800	19433	4828
801	19456	4803
802	19480	4779
803	19503	4754
804	19530	4731
805	19554	4706
806	19580	4682
807	19603	4658
808	19626	4633
809	19649	4609
810	19672	4584
811	19696	4560
812	19719	4535
813	19745	4511
814	19767	4487
815	19790	4462
816	19816	4438
817	19839	4414
818	19865	4390
819	19888	4365
820	19914	4341
821	19938	4317
822	19963	4293
823	19987	4269
824	20013	4245
825	20038	4221
826	20063	4196
827	20087	4172
828	20115	4149
829	20140	4125
830	20165	4100
831	20187	4076
832	20212	4052
833	20236	4027
834	20261	4003
835	20284	3979
836	20310	3955
837	20333	3930
838	20357	3906
839	20381	3882
840	20404	3857
841	20430	3833
842	20454	3809
843	20479	3785
844	20501	3760
845	20525	3736
846	20550	3712
847	20574	3687
848	20596	3663
849	20620	3638
850	20647	3615
851	20673	3591
852	20698	3567
853	20725	3543
854	20749	3518
855	20774	3494
856	20797	3470
857	20820	3445
858	20845	3421
859	20870	3397
860	20895	3373
861	20919	3349
862	20943	3324
863	20967	3300
864	20992	3276
865	21015	3251
866	21041	3227
867	21065	3203
868	21092	3179
869	21116	3155
870	21142	3131
871	21167	3107
872	21195	3083
873	21222	3059
874	21247	3035
875	21273	3011
876	21299	2987
877	21324	2963
878	21348	2938
879	21374	2914
880	21399	2890
881	21426	2866
882	21451	2842
883	21475	2818
884	21500	2793
885	21525	2769
886	21548	2745
887	21572	2720
888	21595	2696
889	21619	2672
890	21643	2647
891	21667	2623
892	21693	2599
893	21719	2575
894	21743	2550
895	21767	2526
896	21790	2502
897	21815	2477
898	21840	2453
899	21864	2429
900	21888	2405
901	21911	2380
902	21936	2356
903	21960	2332
904	21984	2307
905	22008	2283
906	22032	2259
907	22055	2234
908	22077	2210
909	22101	2185
910	22126	2161
911	22152	2137
912	22176	2113
913	22198	2088
914	22223	2064
915	22247	2040
916	22272	2015
917	22295	1991
918	22320	1967
919	22343	1942
920	22369	1918
921	22392	1894
922	22417	1870
923	22442	1845
924	22471	1821
925	22495	1797
926	22521	1773
927	22547	1749
928	22572	1725
929	22595	1700
930	22620	1676
931	22643	1652
932	22667	1627
933	22692	1603
934	22716	1579
935	22741	1554
936	22768	1530
937	22792	1506
938	22818	1482
939	22842	1458
940	22867	1433
941	22891	1409
942	22916	1385
943	22939	1360
944	22962	1336
945	22992	1312
946	23021	1288
947	23046	1264
948	23073	1240
949	23100	1215
950	23122	1191
951	23149	1167
952	23176	1143
953	23203	1118
954	23227	1094
955	23253	1070
956	23278	1045
957	23303	1021
958	23326	997
959	23350	972
960	23378	948
961	23404	924
962	23429	900
963	23454	875
964	23477	851
965	23501	827
966	23525	802
967	23551	778
968	23573	754
969	23598	729
970	23623	705
971	23647	681
972	23671	656
973	23695	632
974	23718	608
975	23742	583
976	23766	559
977	23790	535
978	23814	510
979	23838	486
980	23861	462
981	23886	437
982	23909	413
983	23934	389
984	23959	364
985	23984	340
986	24007	316
987	24032	291
988	24057	267
989	24081	243
990	24105	218
991	24128	194
992	24154	170
993	24180	145
994	24204	121
995	24232	97
996	24254	72
997	24279	48
998	24302	24
999	24327	0
