iter	Logloss
411	0.5432353571
412	0.5431538117
413	0.5430580871
414	0.5429522759
415	0.5428543629
416	0.5427404455
417	0.5426085183
418	0.5425051957
419	0.5423794289
420	0.5422683759
421	0.5421790418
422	0.5420930794
423	0.541970128
424	0.541855522
425	0.5417668098
426	0.5416091743
427	0.5414944961
428	0.5413760212
429	0.5412949088
430	0.5411945386
431	0.5410921823
432	0.540981004
433	0.5409097075
434	0.5408037526
435	0.5407065696
436	0.5405893067
437	0.5404927636
438	0.5403868872
439	0.5402933394
440	0.5401559327
441	0.5400528587
442	0.5399264938
443	0.5397644216
444	0.5396125908
445	0.5394734809
446	0.5393731914
447	0.5392602879
448	0.53914622
449	0.5390592193
450	0.5389574551
451	0.538822521
452	0.5386884985
453	0.5385681724
454	0.5384675975
455	0.538336954
456	0.5382449888
457	0.5381299459
458	0.5380504178
459	0.5379380746
460	0.5378089504
461	0.5377056451
462	0.5375827352
463	0.5374790087
464	0.5373484458
465	0.5372226801
466	0.5371420888
467	0.5369890391
468	0.5368705737
469	0.5367695476
470	0.5366327734
471	0.5365022802
472	0.536393267
473	0.536288165
474	0.5361967196
475	0.5360926107
476	0.5359924551
477	0.535894865
478	0.5358022254
479	0.535666128
480	0.5355793216
481	0.5354617809
482	0.5353319508
483	0.5352231923
484	0.5351392927
485	0.5350675872
486	0.5349393521
487	0.5348103654
488	0.5347139533
489	0.5346254193
490	0.5345286732
491	0.5344144871
492	0.5343163372
493	0.534216019
494	0.5341254906
495	0.5340174667
496	0.5339193333
497	0.5337927283
498	0.5337000351
499	0.5335948392
500	0.5334631816
501	0.5333681801
502	0.5332700194
503	0.5331821476
504	0.5331035245
505	0.5330205022
506	0.5329221903
507	0.5328704678
508	0.5327901606
509	0.532712166
510	0.5325927364
511	0.5324692716
512	0.5323741356
513	0.5322622408
514	0.5321885219
515	0.5320760415
516	0.5319458932
517	0.5318614382
518	0.5317534215
519	0.5316568172
520	0.5315710271
521	0.5314658528
522	0.5313160219
523	0.5312461523
524	0.5311464918
525	0.5310519229
526	0.5309284575
527	0.5308649217
528	0.5307748216
529	0.5306206578
530	0.530501539
531	0.5304215567
532	0.5303209663
533	0.5302263966
534	0.5302187204
535	0.5301043923
536	0.5300419187
537	0.5299437372
538	0.5298108282
539	0.5296847928
540	0.529599731
541	0.5294776736
542	0.5293531983
543	0.5292310501
544	0.5291520856
545	0.529042466
546	0.5289627665
547	0.5288448889
548	0.5287423212
549	0.5286019836
550	0.5285102605
551	0.5283630964
552	0.5282238236
553	0.5280994904
554	0.5279981339
555	0.5278805839
556	0.5277876413
557	0.527721101
558	0.5276089343
559	0.5274689704
560	0.5273146914
561	0.5271964816
562	0.5271001953
563	0.5269933339
564	0.526893758
565	0.5267846991
566	0.5266868685
567	0.526586278
568	0.5264385417
569	0.5263501119
570	0.5262507951
571	0.5261214044
572	0.5259903456
573	0.5259241118
574	0.5258375213
575	0.525710921
576	0.5256067957
577	0.5255330376
578	0.5254364663
579	0.5253756471
580	0.5252840796
581	0.525194548
582	0.5251033971
583	0.5250188368
584	0.5249265216
585	0.5248413184
586	0.5247665156
587	0.5246480836
588	0.5245601121
589	0.5244936378
590	0.5244056558
591	0.5243438308
592	0.5242584274
593	0.5241346542
594	0.5240555504
595	0.5239018209
596	0.5237911378
597	0.5236921333
598	0.523567691
599	0.5234745645
600	0.5234016965
601	0.5232914368
602	0.5231851482
603	0.5231430032
604	0.5230376428
605	0.5229411848
606	0.522883226
607	0.5228070106
608	0.5226887991
609	0.5225783078
610	0.5224808364
611	0.5223845019
612	0.5222668249
613	0.5221946839
614	0.5221100374
615	0.5219867214
616	0.5219128212
617	0.5217904415
618	0.5216932738
619	0.5216156764
620	0.5215151489
621	0.5214366925
622	0.5213397579
623	0.5212580944
624	0.5211444374
625	0.5210703848
626	0.5209572059
627	0.5208678339
628	0.5208635268
629	0.5207392673
630	0.5206705779
631	0.5205676536
632	0.5204828092
633	0.5204202751
634	0.5203264329
635	0.5202103502
636	0.520114947
637	0.5200117892
638	0.5199458081
639	0.5198534238
640	0.5197620034
641	0.5196257296
642	0.5194870466
643	0.5193641732
644	0.5192939228
645	0.5191965812
646	0.5191140228
647	0.5190216019
648	0.518966535
649	0.5188509808
650	0.5187165943
651	0.5186579046
652	0.518557079
653	0.5184758601
654	0.5183755874
655	0.5182717459
656	0.5182392959
657	0.5181745752
658	0.5180968483
659	0.5180077688
660	0.5178788193
661	0.5177890977
662	0.5177061526
663	0.5175881172
664	0.5174715607
665	0.5173454977
666	0.517243458
667	0.51715117
668	0.517046637
669	0.5169583756
670	0.5168700854
671	0.5167585836
672	0.5166586539
673	0.5165580628
674	0.5165002674
675	0.5164065596
676	0.5163209141
677	0.5162150143
678	0.5161473839
679	0.516057809
680	0.5159450478
681	0.5158596797
682	0.5157795091
683	0.515712854
684	0.5156010713
685	0.5155120867
686	0.5154180972
687	0.5153342327
688	0.5152164057
689	0.5151426216
690	0.5150572552
691	0.5149771095
692	0.5148764492
693	0.5147950079
694	0.51473827
695	0.5146672208
696	0.5145684748
697	0.5144675257
698	0.514331188
699	0.5142593362
700	0.5141672113
701	0.5140575884
702	0.5139724735
703	0.5138586447
704	0.5137534436
705	0.5136411397
706	0.5135287394
707	0.5134499105
708	0.5133062732
709	0.5132178089
710	0.5131242906
711	0.5130524781
712	0.5130128799
713	0.5129220387
714	0.512829503
715	0.5127806911
716	0.5126990892
717	0.5126274144
718	0.5125558826
719	0.5124666183
720	0.5123542378
721	0.5122496836
722	0.5121664123
723	0.5120841424
724	0.5120003332
725	0.511877871
726	0.511784188
727	0.5116560082
728	0.5115550118
729	0.5114619116
730	0.5113629327
731	0.5113062965
732	0.5112135876
733	0.5111198517
734	0.5110360909
735	0.5109462498
736	0.5108605427
737	0.5107747799
738	0.5106863131
739	0.5106018095
740	0.510517267
741	0.5104140231
742	0.5103158825
743	0.5102276225
744	0.510155482
745	0.5100777612
746	0.5100093021
747	0.5099219976
748	0.5098663883
749	0.5097663039
750	0.5096975966
751	0.5095853275
752	0.5094860288
753	0.5094203271
754	0.5093509084
755	0.5092364888
756	0.5091751922
757	0.5090895515
758	0.5090297297
759	0.5089062316
760	0.5087994961
761	0.5087270877
762	0.5086416887
763	0.5085438732
764	0.5084789266
765	0.5083898412
766	0.5083048421
767	0.5082283903
768	0.5081320423
769	0.5080238004
770	0.5079116784
771	0.5078390337
772	0.5077660498
773	0.5076213984
774	0.5075489604
775	0.5074080057
776	0.5073359685
777	0.5072489831
778	0.5071006738
779	0.5069744684
780	0.5068922972
781	0.5067920641
782	0.506709279
783	0.5066176328
784	0.5065272848
785	0.5064598053
786	0.5063721276
787	0.5062757281
788	0.5062108608
789	0.5061476228
790	0.5060658633
791	0.5059963378
792	0.5059279722
793	0.5058410163
794	0.5058211005
795	0.505707947
796	0.5056020194
797	0.5054981902
798	0.505402114
799	0.50530884
800	0.5052355689
801	0.5051596586
802	0.5050800836
803	0.5049936663
804	0.5048825338
805	0.5048018496
806	0.5047173427
807	0.5046235293
808	0.504511049
809	0.5044164878
810	0.5043368542
811	0.5042476395
812	0.5041511931
813	0.5040703838
814	0.5039615175
815	0.5038844486
816	0.5037957624
817	0.5037233221
818	0.5036598698
819	0.5035802973
820	0.5034753208
821	0.5033863766
822	0.50330309
823	0.5032075772
824	0.503123526
825	0.5030257751
826	0.5029684485
827	0.5028990112
828	0.5028157325
829	0.5027457865
830	0.5026626243
831	0.502595358
832	0.502496873
833	0.5024299095
834	0.5023235827
835	0.502213173
836	0.5021243882
837	0.5020594431
838	0.501997433
839	0.5019058807
840	0.5018133717
841	0.5017220962
842	0.5016474072
843	0.5015430441
844	0.5014456801
845	0.5013069334
846	0.5012224406
847	0.5010950404
848	0.5010133738
849	0.5009169159
850	0.5008030485
851	0.5007264252
852	0.5006681421
853	0.500575903
854	0.5005025741
855	0.5004339765
856	0.5003683888
857	0.5002764204
858	0.5002132852
859	0.5001098721
860	0.5000089855
861	0.4999304135
862	0.4998494284
863	0.4997327087
864	0.4996053486
865	0.4995331528
866	0.4994258645
867	0.4993491359
868	0.4992659369
869	0.4991737068
870	0.4990701953
871	0.4989706759
872	0.498903435
873	0.4988194187
874	0.4987212702
875	0.4985889347
876	0.4984918686
877	0.4984042873
878	0.4982923395
879	0.4982067859
880	0.4981218484
881	0.4980550279
882	0.4979643932
883	0.4978941757
884	0.4978162114
885	0.4976836357
886	0.4976072767
887	0.49754342
888	0.4974227063
889	0.4973398731
890	0.4972739517
891	0.4971814841
892	0.4970796264
893	0.4969977681
894	0.4969101994
895	0.4968337094
896	0.4967524263
897	0.4966692487
898	0.4965812756
899	0.4964713072
900	0.4963939351
901	0.4962963907
902	0.4962171152
903	0.4961255021
904	0.496062672
905	0.4959718366
906	0.4958943516
907	0.4957931317
908	0.4957172488
909	0.4956225784
910	0.4955254558
911	0.4954318578
912	0.4953471964
913	0.4952650212
914	0.4951712718
915	0.4950891568
916	0.4950240925
917	0.4949596394
918	0.4948613665
919	0.4947950212
920	0.4947213435
921	0.4946310096
922	0.494528083
923	0.4944367019
924	0.4943533252
925	0.4942674748
926	0.4941763006
927	0.4941019194
928	0.4940443918
929	0.4939834928
930	0.4939104032
931	0.4938346894
932	0.493759893
933	0.4936717198
934	0.4935904742
935	0.4935451225
936	0.4935082803
937	0.4934184172
938	0.4933489881
939	0.4932077687
940	0.493091368
941	0.4929861156
942	0.4928962375
943	0.492786426
944	0.4926757772
945	0.4925831928
946	0.4924863893
947	0.4924100805
948	0.4923273308
949	0.4922380562
950	0.4921246811
951	0.4920642681
952	0.4919686012
953	0.4918990643
954	0.4918235877
955	0.491763772
956	0.4916799493
957	0.4916074615
958	0.4915370823
959	0.4914372588
960	0.4913404149
961	0.4912528785
962	0.4911623425
963	0.4910713639
964	0.4910024593
965	0.4909251495
966	0.490831464
967	0.4907488323
968	0.4906842366
969	0.4905866333
970	0.4905105566
971	0.4904419575
972	0.4903698585
973	0.4902919587
974	0.4902288063
975	0.4901436592
976	0.4900885018
977	0.4900279513
978	0.4899812716
979	0.4899028626
980	0.4898491279
981	0.4897312119
982	0.4895980413
983	0.4895185185
984	0.4894073984
985	0.4893125662
986	0.4892183342
987	0.4891347923
988	0.4890846858
989	0.4889958149
990	0.4889131246
991	0.4888634864
992	0.4887900749
993	0.4887412112
994	0.4886865156
995	0.4886100144
996	0.4885296765
997	0.4884600998
998	0.488377459
999	0.4882783554
